0	1	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	1	0.0	0.0	1.0	1.0	0.01	0.06	0.0	255	1	0.0	0.06	0.0	0.0	0.0	0.0	1.0	1.0	21
0	1	19	9	26	157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	52	26	0.5	0.08	0.02	0.0	0.0	0.0	0.0	0.0	7
0	1	60	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	128	0.5	0.01	0.0	0.0	0.0	0.0	0.66	0.32	9
0	1	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	2	0.0	0.0	1.0	1.0	0.02	0.07	0.0	255	2	0.01	0.07	0.0	0.0	0.0	0.0	1.0	1.0	21
0	1	60	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	120	1.0	1.0	0.0	0.0	1.0	0.0	0.0	235	171	0.73	0.07	0.0	0.0	0.69	0.95	0.02	0.0	18
0	1	24	9	196	1823	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	17	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21
0	1	24	9	277	1816	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	18	0.0	0.0	0.0	0.0	1.0	0.0	0.11	36	255	1.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	21
0	1	24	9	294	6442	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	46	0.0	0.0	0.0	0.0	1.0	0.0	0.11	180	255	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	21
0	1	24	9	301	19794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	20	255	1.0	0.0	0.05	0.02	0.05	0.0	0.0	0.0	21
0	1	60	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1.0	0.33	0.0	0.67	1.0	0.0	0.92	91	86	0.34	0.03	0.01	0.03	1.0	1.0	0.0	0.0	18
0	1	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	7	0.0	0.0	1.0	1.0	0.03	0.06	0.0	255	7	0.03	0.07	0.0	0.0	0.0	0.0	1.0	1.0	20
0	2	49	9	105	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9	9	1.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	3
0	1	24	9	337	283	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	29	0.0	0.0	0.0	0.0	1.0	0.0	0.1	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21
0	0	15	9	1480	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	25	1.0	0.0	1.0	0.52	0.0	0.0	0.0	0.0	17
0	1	24	9	327	910	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	15	0.0	0.0	0.0	0.0	1.0	0.0	0.13	14	255	1.0	0.0	0.07	0.03	0.0	0.0	0.0	0.0	21
0	1	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	4	0.0	0.0	1.0	1.0	0.04	0.06	0.0	255	4	0.02	0.06	0.0	0.0	0.0	0.0	1.0	1.0	21
0	1	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	12	0.0	0.0	1.0	1.0	0.05	0.07	0.0	255	12	0.05	0.07	0.0	0.0	0.0	0.0	1.0	1.0	21
8124	1	60	9	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	60	0.24	0.04	0.0	0.0	0.0	0.02	0.11	0.22	8
0	1	24	9	224	278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21
0	2	49	9	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	254	1.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	15
